STATION,DATE,PRCP,TAVG,TMAX,TMIN
GR000016716,12/8/1968,0,9.2,14.5,3.6
GR000016716,12/9/1968,,15,16.6,9.7
GR000016716,12/10/1968,35.6,14.7,18.2,12
GR000016716,12/11/1968,10.4,10.1,13.8,9.4
GR000016716,12/12/1968,0.3,9.4,10.7,9
GR000016716,12/13/1968,12.9,9.4,12.4,7.6
GR000016716,12/14/1968,1.2,8.8,10.2,8.3
GR000016716,12/15/1968,2.4,10,12,7
GR000016716,12/16/1968,6.6,9.6,11.5,8.2
GR000016716,12/17/1968,0,12.9,16.4,7.7
GR000016716,12/18/1968,0,16.6,18.9,15.5
GR000016716,12/19/1968,0,16.2,18,15.5
GR000016716,12/20/1968,7.6,14.4,17.5,10
GR000016716,12/21/1968,0,11.2,14.8,8.4
GR000016716,12/22/1968,3.6,9.8,13.2,7.2
GR000016716,12/23/1968,0,9,12.2,5.4
GR000016716,12/24/1968,0,8.1,11.4,4
GR000016716,12/25/1968,0,7.3,11.2,4.2
GR000016716,12/26/1968,0,8.9,11.8,4.6
GR000016716,12/27/1968,1.7,11.8,15.5,9.2
GR000016716,12/28/1968,0,15,16.8,12
GR000016716,12/29/1968,0.5,12.5,16.2,9.5
GR000016716,12/30/1968,0,11.7,16,8.4
GR000016716,12/31/1968,0,14.8,16.3,11.4
GR000016716,1/1/1969,0,15.1,16.5,13.9
GR000016716,1/2/1969,6.4,9.7,15.6,8
GR000016716,1/3/1969,8.7,8.3,10.4,7.4
GR000016716,1/4/1969,1,7.3,9.8,5
GR000016716,1/5/1969,0,7.1,10.4,3.8
GR000016716,1/6/1969,0,7.9,9.4,6.5
GR000016716,1/7/1969,,7.8,10.4,6.8
GR000016716,1/8/1969,,6.8,8.5,6
GR000016716,1/9/1969,0,9.2,11.8,5.3
GR000016716,1/10/1969,1.4,13.1,15.3,10.5
GR000016716,1/11/1969,0.5,10.7,12.4,9.8
GR000016716,1/12/1969,0.3,8.1,11.2,5.8
GR000016716,1/13/1969,0,8.9,11.3,6.8
GR000016716,1/14/1969,2.7,13.3,15.2,9.2
GR000016716,1/15/1969,6.8,14.4,15.9,13.5
GR000016716,1/16/1969,1.6,13.1,17.4,10
GR000016716,1/17/1969,3.5,12.4,14.4,10.3
GR000016716,1/18/1969,7,11.3,13.6,9.8
GR000016716,1/19/1969,0.2,10.6,12.2,9.4
GR000016716,1/20/1969,0.1,7.7,10,6
GR000016716,1/21/1969,0.1,3.6,6.4,1.5
GR000016716,1/22/1969,0.1,2.6,3.8,1.5
GR000016716,1/23/1969,0.7,4.1,7.4,2.8
GR000016716,1/24/1969,0,4.9,10,-1
GR000016716,1/25/1969,0,7.8,11.7,3.2
GR000016716,1/26/1969,0,6.1,10.8,2.1
GR000016716,1/27/1969,0,4.3,8.4,2.1
GR000016716,1/28/1969,0,3.6,6.1,2.5
GR000016716,1/29/1969,0,5.9,11.2,-0.9
GR000016716,1/30/1969,0,11.1,17.6,5
GR000016716,1/31/1969,0.9,11.7,16,10
GR000016716,2/1/1969,0,10.8,14.7,5.2
GR000016716,2/2/1969,0,13.3,16.8,10.6
GR000016716,2/3/1969,0,12.2,16,7.4
GR000016716,2/4/1969,0,14,16.5,11.6
GR000016716,2/5/1969,0.1,14.4,16.7,13.4
GR000016716,2/6/1969,2.5,11.4,15.4,8.6
GR000016716,2/7/1969,0.1,8.1,11.9,5.4
GR000016716,2/8/1969,0,9.9,14,4.2
GR000016716,2/9/1969,0,11.6,14.2,7.1
GR000016716,2/10/1969,0,12,16,7.4
GR000016716,2/11/1969,0,13.3,16.7,11.6
GR000016716,2/12/1969,0.2,6.9,11.6,3.6
GR000016716,2/13/1969,0,11.1,14.4,4
GR000016716,2/14/1969,1.3,14.4,15.4,13.1
GR000016716,2/15/1969,0,15.6,18.2,14.2
GR000016716,2/16/1969,0,12.8,16.4,9.7
GR000016716,2/17/1969,0.1,11.6,15.4,9
GR000016716,2/18/1969,0,11.8,14.6,7.4
GR000016716,2/19/1969,0.3,9.9,14,5.7
GR000016716,2/20/1969,0,12,14.7,9.6
GR000016716,2/21/1969,0,14.2,17.4,11
GR000016716,2/22/1969,0,13.4,18.1,9.2
GR000016716,2/23/1969,0,12,15.2,10.1
GR000016716,2/24/1969,0.3,11.1,13,10.3
GR000016716,2/25/1969,2.7,13.3,16,9.8
GR000016716,2/26/1969,0,12.8,15.6,10.2
GR000016716,2/27/1969,0,12.5,16.4,8.3
GR000016716,2/28/1969,0.3,12.4,16,10
GR000016716,3/1/1969,12.5,11.6,14,10
GR000016716,3/2/1969,0,11.2,13.8,10.3
GR000016716,3/3/1969,0,11.1,14,9.4
GR000016716,3/4/1969,2.3,10.3,11.5,8.5
GR000016716,3/5/1969,0,11.4,14,8.2
GR000016716,3/6/1969,5,13,16.6,10.6
GR000016716,3/7/1969,3,9.9,13.8,7.8
GR000016716,3/8/1969,0,10.4,12.7,8.6
GR000016716,3/9/1969,0,9.5,12.5,6.7
GR000016716,3/10/1969,0,9.7,15,4.9
GR000016716,3/11/1969,0,10.6,15.4,5.7
GR000016716,3/12/1969,0,10.8,15.8,6.2
GR000016716,3/13/1969,0,12.2,16.2,7.4
GR000016716,3/14/1969,0,13,16,9
GR000016716,3/15/1969,8.4,14.6,17.5,12.8
GR000016716,3/16/1969,0,13.9,16.3,12
GR000016716,3/17/1969,3.3,14.9,17.7,12
GR000016716,3/18/1969,1.2,14.1,17.2,11.7
GR000016716,3/19/1969,1.2,12.3,15.7,10.6
GR000016716,3/20/1969,0,9.2,11,8.5
GR000016716,3/21/1969,0,7.4,8.6,7
GR000016716,3/22/1969,0,7.6,10.3,6
GR000016716,3/23/1969,0,7.8,9.6,5.3
GR000016716,3/24/1969,4.1,7.3,10.2,6.1
GR000016716,3/25/1969,0,10.1,14.5,4.2
GR000016716,3/26/1969,0.6,12.8,16,9
GR000016716,3/27/1969,0,13.6,17.9,7.5
GR000016716,3/28/1969,0,14.5,17.3,11.6
GR000016716,3/29/1969,0,14.4,17.7,11.6
GR000016716,3/30/1969,0.3,11.6,14,10
GR000016716,3/31/1969,12,8.6,12.4,6.6
GR000016716,4/1/1969,0,11.2,15.6,6
GR000016716,4/2/1969,0,12.9,16,9.4
GR000016716,4/3/1969,0,13.1,18,7.9
GR000016716,4/4/1969,0,14.1,18.5,10.2
GR000016716,4/5/1969,0,12.4,16,11
GR000016716,4/6/1969,0,11.7,15.9,9.2
GR000016716,4/7/1969,0,11.2,14.6,8.8
GR000016716,4/8/1969,0.5,10.3,12.6,9.2
GR000016716,4/9/1969,0,10.3,12.6,9
GR000016716,4/10/1969,0,9.7,14.2,5.4
GR000016716,4/11/1969,0,9.8,14.2,6.2
GR000016716,4/12/1969,0,12.6,16.9,4.8
GR000016716,4/13/1969,0,14.4,18.5,10.5
GR000016716,4/14/1969,0,12.1,15.1,9.5
GR000016716,4/15/1969,2.7,12.8,16.8,8.6
GR000016716,4/16/1969,3.1,11.5,16.3,8
GR000016716,4/17/1969,0,14.4,17.1,10
GR000016716,4/18/1969,0,14.9,18.5,12.6
GR000016716,4/19/1969,3.2,12.8,16.6,9
GR000016716,4/20/1969,0,13.3,16.8,8.5
GR000016716,4/21/1969,0,14.3,17.3,10.4
GR000016716,4/22/1969,0,17.2,20.8,14
GR000016716,4/23/1969,0,16.9,21.5,11
GR000016716,4/24/1969,0,17.4,22.3,14
GR000016716,4/25/1969,0,17,22.7,13.3
GR000016716,4/26/1969,0,16.7,21.7,11.2
GR000016716,4/27/1969,0,17.5,22.1,10.8
GR000016716,4/28/1969,0,18.3,23.9,11.6
GR000016716,4/29/1969,0,16.4,21.7,13
GR000016716,4/30/1969,0.1,15.8,18.4,11.8
GR000016716,5/1/1969,0,16.6,20.8,12.4
GR000016716,5/2/1969,0.2,17.8,22.2,14.8
GR000016716,5/3/1969,0,19.4,24.4,14
GR000016716,5/4/1969,0,19.4,24.4,13.6
GR000016716,5/5/1969,0,20.7,26.4,15.2
GR000016716,5/6/1969,0,18.5,24.6,14.6
GR000016716,5/7/1969,0,17.4,21.3,13.4
GR000016716,5/8/1969,0,18.4,22.9,16
GR000016716,5/9/1969,0,17.6,21,13
GR000016716,5/10/1969,0,18.3,21.6,14
GR000016716,5/11/1969,2.2,17.8,23.2,13.8
GR000016716,5/12/1969,0,20.6,24.9,16.4
GR000016716,5/13/1969,0,21.7,25.8,17.5
GR000016716,5/14/1969,0,23.1,27.6,16.4
GR000016716,5/15/1969,0,23.6,29.4,17.1
GR000016716,5/16/1969,0,23.5,31.6,17.4
GR000016716,5/17/1969,0,21.4,26,16.4
GR000016716,5/18/1969,0,20,24.2,17
GR000016716,5/19/1969,0,22.5,26.7,18
GR000016716,5/20/1969,0,21.3,25.7,16.4
GR000016716,5/21/1969,0,21,24.4,16.8
GR000016716,5/22/1969,0,22.8,27.5,16.8
GR000016716,5/23/1969,0,23.2,27.5,19.8
GR000016716,5/24/1969,0,21.7,25.6,18
GR000016716,5/25/1969,0,22,28,15.7
GR000016716,5/26/1969,0,22.5,27.4,17.6
GR000016716,5/27/1969,0,21.9,25.4,17.4
GR000016716,5/28/1969,0,22.3,26.8,17.7
GR000016716,5/29/1969,0,23.8,29,18
GR000016716,5/30/1969,0,25.8,30.6,19.8
GR000016716,5/31/1969,0,26.9,31.5,21
GR000016716,6/1/1969,0,27.2,31.5,21.9
GR000016716,6/2/1969,0,27.6,33.2,22.2
GR000016716,6/3/1969,0,24.5,28.4,23.4
GR000016716,6/4/1969,0,22.6,25.7,20.4
GR000016716,6/5/1969,0,20.8,24.2,17.8
GR000016716,6/6/1969,0,20.6,24.5,17
GR000016716,6/7/1969,0,23.5,27.7,19
GR000016716,6/8/1969,0,21.6,24.8,18.4
GR000016716,6/9/1969,0,21.6,25.7,18.4
GR000016716,6/10/1969,0,22.2,26.3,19.3
GR000016716,6/11/1969,0,21.7,25,17.8
GR000016716,6/12/1969,0,22.4,25.5,18
GR000016716,6/13/1969,0.1,26.3,33.4,22
GR000016716,6/14/1969,0,24.5,29.8,21.4
GR000016716,6/15/1969,0,26.7,30.5,23
GR000016716,6/16/1969,0,25.3,28.8,22.5
GR000016716,6/17/1969,0,24.7,30,21.6
GR000016716,6/18/1969,0,24.3,28,21.8
GR000016716,6/19/1969,0,24.7,28,21
GR000016716,6/20/1969,0,24.9,29.1,22.6
GR000016716,6/21/1969,0,25.6,30,22.2
GR000016716,6/22/1969,0,25.3,29.5,22.1
GR000016716,6/23/1969,0,24.7,28.7,21
GR000016716,6/24/1969,0,24.4,28,19.8
GR000016716,6/25/1969,0,26.2,30.6,21
GR000016716,6/26/1969,0,26.1,30.6,22.4
GR000016716,6/27/1969,0,24.5,28.2,21.6
GR000016716,6/28/1969,0,21.5,25.7,18
GR000016716,6/29/1969,0,21.3,25.2,17
GR000016716,6/30/1969,0,22.9,26.4,18.8
GR000016716,7/1/1969,0,23,26.7,18
GR000016716,7/2/1969,0,24.9,30.2,19.7
GR000016716,7/3/1969,0,25,29.4,19.4
GR000016716,7/4/1969,0,26.4,32.3,20
GR000016716,7/5/1969,0,26.7,32.7,22.2
GR000016716,7/6/1969,0,26.1,32.5,20.7
GR000016716,7/7/1969,0,25.2,29,20.8
GR000016716,7/8/1969,0,26,32.2,21.6
GR000016716,7/9/1969,0,26.4,31.5,22.5
GR000016716,7/10/1969,0,27.6,31,22.5
GR000016716,7/11/1969,0,26.9,30.7,24.5
GR000016716,7/12/1969,0,24.1,27.3,21.4
GR000016716,7/13/1969,0,22.8,27.7,19.3
GR000016716,7/14/1969,0,22.9,26.7,18.6
GR000016716,7/15/1969,0,23.9,28.8,20.5
GR000016716,7/16/1969,0,24.4,29.1,20
GR000016716,7/17/1969,0,25,29,21.2
GR000016716,7/18/1969,0,26.1,30.2,21.8
GR000016716,7/19/1969,0,28.3,33.5,22.3
GR000016716,7/20/1969,0,28.7,33.4,22.4
GR000016716,7/21/1969,0,28.2,32,24.7
GR000016716,7/22/1969,0,27.2,31.5,22.5
GR000016716,7/23/1969,0,25.6,30.4,22
GR000016716,7/24/1969,0,24.6,27.6,21.7
GR000016716,7/25/1969,0,24.3,27.7,21.6
GR000016716,7/26/1969,,25.4,30,20.2
GR000016716,7/27/1969,0,24.4,28.7,20.3
GR000016716,7/28/1969,0,25.6,31.1,20
GR000016716,7/29/1969,0,27.3,34,21.4
GR000016716,7/30/1969,0,27.7,32,23.6
GR000016716,7/31/1969,0,26.1,30.6,23.2
GR000016716,8/1/1969,0,25.8,30,21.4
GR000016716,8/2/1969,0,26.3,31.7,20
GR000016716,8/3/1969,0,27.5,32.7,22.3
GR000016716,8/4/1969,0,27.8,32.8,21.2
GR000016716,8/5/1969,0,26.1,30.3,23.2
GR000016716,8/6/1969,0,24.6,28.5,21.4
GR000016716,8/7/1969,0,25.5,30.5,20.8
GR000016716,8/8/1969,0,26.3,31,21.5
GR000016716,8/9/1969,0,25.1,31.8,20
GR000016716,8/10/1969,0,24.2,30.2,18.6
GR000016716,8/11/1969,0,25.5,30.5,19.8
GR000016716,8/12/1969,0,26.9,32.5,20
GR000016716,8/13/1969,0,27.6,32,22
GR000016716,8/14/1969,0,28.2,32.8,23
GR000016716,8/15/1969,0,27.2,32.9,22.2
GR000016716,8/16/1969,0,27.3,31.5,21.8
GR000016716,8/17/1969,0,28.3,33.4,23
GR000016716,8/18/1969,0,27,31.2,22.7
GR000016716,8/19/1969,0,27.1,31,24.4
GR000016716,8/20/1969,0,26.1,30,22.4
GR000016716,8/21/1969,0,24.4,29,21
GR000016716,8/22/1969,0,26,30.5,21
GR000016716,8/23/1969,0,25.5,32,19.4
GR000016716,8/24/1969,0,25.6,30,21.2
GR000016716,8/25/1969,0,27.3,32,21.1
GR000016716,8/26/1969,0,27.5,32,22.3
GR000016716,8/27/1969,0,26.9,30.3,18.5
GR000016716,8/28/1969,0,26.1,29,23.6
GR000016716,8/29/1969,0,24.6,29,20.2
GR000016716,8/30/1969,0,24.7,29,20.2
GR000016716,8/31/1969,0,27.8,33,20.4
GR000016716,9/1/1969,0,29.4,34.2,24.5
GR000016716,9/2/1969,0,29.4,34.2,25.6
GR000016716,9/3/1969,0,28.6,33.7,23.8
GR000016716,9/4/1969,0,27.4,34,23
GR000016716,9/5/1969,0,26.2,32.6,20.5
GR000016716,9/6/1969,0,26.3,31.1,21.8
GR000016716,9/7/1969,0,25.8,30.7,22.7
GR000016716,9/8/1969,0.1,24.5,28.8,21.8
GR000016716,9/9/1969,0,23.9,28.4,20.4
GR000016716,9/10/1969,0,23.6,28.7,19
GR000016716,9/11/1969,0,23.1,26.6,19.6
GR000016716,9/12/1969,0,22.4,25.7,19
GR000016716,9/13/1969,0.1,23.4,26.7,20.4
GR000016716,9/14/1969,0,23.3,27.8,18.4
GR000016716,9/15/1969,0,23.9,27.4,20
GR000016716,9/16/1969,0,25.1,29.7,20.1
GR000016716,9/17/1969,0,24.7,29.2,20
GR000016716,9/18/1969,0,25.5,29.5,23
GR000016716,9/19/1969,0,24.2,28,19
GR000016716,9/20/1969,0,24.9,28.5,21.7
GR000016716,9/21/1969,0,24.4,29.4,20.1
GR000016716,9/22/1969,0,25.1,27,22.3
GR000016716,9/23/1969,,24.6,26.6,23
GR000016716,9/24/1969,0.5,23.3,27.4,22.4
GR000016716,9/25/1969,0,21.9,25.6,20
GR000016716,9/26/1969,0,21.3,25.8,19
GR000016716,9/27/1969,0,21.3,26.6,16.9
GR000016716,9/28/1969,0,21.4,27.2,17
GR000016716,9/29/1969,0,22.6,27,18
GR000016716,9/30/1969,0,21.7,26.7,18.5
GR000016716,10/1/1969,0,20.9,25.9,15
GR000016716,10/2/1969,0,21,25.3,16.8
GR000016716,10/3/1969,0,20.8,25.8,16.9
GR000016716,10/4/1969,0,19.2,22.8,17.6
GR000016716,10/5/1969,0,18.9,23.3,15.5
GR000016716,10/6/1969,0,19.5,24,15.1
GR000016716,10/7/1969,0,19.2,22.5,17.2
GR000016716,10/8/1969,0,18.1,22,15.2
GR000016716,10/9/1969,0,18.1,20.8,15.8
GR000016716,10/10/1969,0,18.8,23,16
GR000016716,10/11/1969,0,18.9,24.3,15.5
GR000016716,10/12/1969,0,18.3,23.1,13.4
GR000016716,10/13/1969,0,19.7,25.1,14.5
GR000016716,10/14/1969,0,19.4,22.2,18
GR000016716,10/15/1969,0,19.1,23.4,15.1
GR000016716,10/16/1969,0,19.4,24,16
GR000016716,10/17/1969,0,19.1,22.8,16.6
GR000016716,10/18/1969,0,18.3,20.7,16.9
GR000016716,10/19/1969,0,18,22,16
GR000016716,10/20/1969,0,17.2,20,14.8
GR000016716,10/21/1969,0,16.3,20,13.8
GR000016716,10/22/1969,0,16.4,21.4,9.6
GR000016716,10/23/1969,0,16.2,21.6,11.4
GR000016716,10/24/1969,0,17.7,22.2,13.7
GR000016716,10/25/1969,0,16.7,21.6,13.1
GR000016716,10/26/1969,0,16.9,20.2,14.4
GR000016716,10/27/1969,0,17.3,22,13.5
GR000016716,10/28/1969,0,16.4,22.2,10.7
GR000016716,10/29/1969,0,16.6,21.2,12.8
GR000016716,10/30/1969,0,16.7,21.8,12
GR000016716,10/31/1969,0,17.1,20.5,14.2
GR000016716,11/1/1969,0,14.6,18,12.5
GR000016716,11/2/1969,0,14.6,21,9.4
GR000016716,11/3/1969,0,14.3,20.8,7.5
GR000016716,11/4/1969,0,14.9,21,8.5
GR000016716,11/5/1969,0,15.1,20,10.8
GR000016716,11/6/1969,0,18.1,22,12
GR000016716,11/7/1969,,16.2,19.6,14.8
GR000016716,11/8/1969,0,14.9,18.4,13.1
GR000016716,11/9/1969,0,18.8,20.9,15.1
GR000016716,11/10/1969,0,19.7,23.5,17.4
GR000016716,11/11/1969,0,18,23,13.5
GR000016716,11/12/1969,0,16.7,21.6,12.5
GR000016716,11/13/1969,0,17.4,21.6,14.6
GR000016716,11/14/1969,0,16.7,20.8,13
GR000016716,11/15/1969,0,17,20.8,14.5
GR000016716,11/16/1969,0,15.7,20.9,12.3
GR000016716,11/17/1969,0,15.9,20.4,13
GR000016716,11/18/1969,0,16,20.3,12.2
GR000016716,11/19/1969,0,17.4,21,14
GR000016716,11/20/1969,0,17.3,21.6,13.4
GR000016716,11/21/1969,0,15.4,20.1,11.2
GR000016716,11/22/1969,0,15.4,19.7,12
GR000016716,11/23/1969,0,15.2,19,11.6
GR000016716,11/24/1969,0,17.3,21.2,13.4
GR000016716,11/25/1969,0,19.6,20.7,18.8
GR000016716,11/26/1969,0,20,21.4,19.2
GR000016716,11/27/1969,14.9,18.1,20.5,15
GR000016716,11/28/1969,0,13.1,16,11.2
GR000016716,11/29/1969,0,9.9,14.4,5.9
GR000016716,11/30/1969,4.9,13.3,14,10
GR000016716,12/1/1969,6.6,15.5,16.2,12.5
GR000016716,12/2/1969,0.4,18.2,20,15.8
GR000016716,12/3/1969,2.2,15.7,18.2,13.8
GR000016716,12/4/1969,0,13.3,16.4,9.8
GR000016716,12/5/1969,0,17.3,19,11.6
GR000016716,12/6/1969,5.1,15.8,18,13.2
GR000016716,12/7/1969,0,14.9,17.3,13.2
GR000016716,12/8/1969,1.1,15.3,17.7,11.6
GR000016716,12/9/1969,42.3,13.3,15.3,10.3
GR000016716,12/10/1969,5.6,13.4,16.8,9.6
GR000016716,12/11/1969,1.8,14.6,16.7,12.2
GR000016716,12/12/1969,0,12.9,16,11
GR000016716,12/13/1969,0,11.4,15,8
GR000016716,12/14/1969,0,12,13.8,10
GR000016716,12/15/1969,2.4,10.4,12.5,9.2
GR000016716,12/16/1969,0,14.1,18.3,8.5
GR000016716,12/17/1969,4,10.3,12.8,7.8
GR000016716,12/18/1969,0,9.8,14.6,6
GR000016716,12/19/1969,16.4,13.4,16.6,9.2
GR000016716,12/20/1969,2.3,13.6,16.8,11.8
GR000016716,12/21/1969,7.1,11.5,14.9,9.4
GR000016716,12/22/1969,23.8,7.7,10.5,6
GR000016716,12/23/1969,0,8.9,10,6
GR000016716,12/24/1969,0,11,13.2,7.8
GR000016716,12/25/1969,3.8,10.1,11.5,9.4
GR000016716,12/26/1969,0.2,9.9,14.6,4.4
GR000016716,12/27/1969,1.8,12.4,16.4,7.8
GR000016716,12/28/1969,0.3,14.5,17.3,11.8
GR000016716,12/29/1969,0.2,13.9,17,13
GR000016716,12/30/1969,17.7,11.6,15.1,8
GR000016716,12/31/1969,0,13.1,15.8,9.9
GR000016716,1/1/1970,0,15.4,17.1,13
GR000016716,1/2/1970,0.2,15.1,17.8,14
GR000016716,1/3/1970,0,11.9,15.8,9.4
GR000016716,1/4/1970,0,13.1,17.7,10.4
GR000016716,1/5/1970,0,14.5,16.8,11.8
GR000016716,1/6/1970,1.1,16.2,18.3,14.7
GR000016716,1/7/1970,7,16.1,17,15.4
GR000016716,1/8/1970,5.9,15.4,17.6,15.2
GR000016716,1/9/1970,0.9,14.8,17,12.6
GR000016716,1/10/1970,0,11.1,12.7,9.6
GR000016716,1/11/1970,0,10.2,13.6,8
GR000016716,1/12/1970,0,11.7,13.4,10
GR000016716,1/13/1970,2.5,14,16.7,10.4
GR000016716,1/14/1970,0.1,13.1,16.6,10.4
GR000016716,1/15/1970,0,12.6,16.4,9.3
GR000016716,1/16/1970,0.2,13.6,16.2,9.6
GR000016716,1/17/1970,4.1,14.4,16.9,12.8
GR000016716,1/18/1970,0.1,12.9,15.1,9.3
GR000016716,1/19/1970,0,10,15.4,6.1
GR000016716,1/20/1970,0.6,7,9.8,6
GR000016716,1/21/1970,1.4,5.7,7.4,4
GR000016716,1/22/1970,0,6.1,9,4
GR000016716,1/23/1970,0,7.2,10.5,4.3
GR000016716,1/24/1970,0,7.4,9.7,6.6
GR000016716,1/25/1970,0,8,12.5,3.1
GR000016716,1/26/1970,0.2,10.6,14,8.4
GR000016716,1/27/1970,0,9.9,14.1,6.2
GR000016716,1/28/1970,0,11.6,14.5,8.1
GR000016716,1/29/1970,0,13.2,16.7,9.6
GR000016716,1/30/1970,0,11.9,15,8.6
GR000016716,1/31/1970,5.1,12.2,15.5,9.2
GR000016716,2/1/1970,17.4,11.5,14.3,8.4
GR000016716,2/2/1970,3.6,11.9,15.6,7.9
GR000016716,2/3/1970,0,12.7,15,10
GR000016716,2/4/1970,0,13.6,17.8,9.6
GR000016716,2/5/1970,0,13.3,17.2,8.7
GR000016716,2/6/1970,0,14.4,19.7,9.4
GR000016716,2/7/1970,0,15.1,19.8,10.5
GR000016716,2/8/1970,0,15.4,19.4,11.8
GR000016716,2/9/1970,0,14.5,17.7,12.8
GR000016716,2/10/1970,0,14.4,18,11
GR000016716,2/11/1970,0,16.1,18.8,14
GR000016716,2/12/1970,0,13.7,16.5,11.9
GR000016716,2/13/1970,0,11.2,15.4,5.6
GR000016716,2/14/1970,0,13.3,18,7
GR000016716,2/15/1970,0,15.8,18,13.4
GR000016716,2/16/1970,0,14.7,16.6,13
GR000016716,2/17/1970,0,9.4,13.6,7.2
GR000016716,2/18/1970,0,6.8,10.8,1.8
GR000016716,2/19/1970,13.2,9.1,13.9,4.2
GR000016716,2/20/1970,0.8,8,10.8,6
GR000016716,2/21/1970,0.6,9.1,11.7,4
GR000016716,2/22/1970,0,9.9,13.6,5.6
GR000016716,2/23/1970,0,11.5,15.2,8
GR000016716,2/24/1970,0.7,12.1,16.4,10
GR000016716,2/25/1970,8.5,8.9,13,7.5
GR000016716,2/26/1970,0,9.9,15,5
GR000016716,2/27/1970,6.7,10.5,14.9,8.4
GR000016716,2/28/1970,0,9.1,12.3,6.5
GR000016716,3/1/1970,1.1,9.2,12.7,5.4
GR000016716,3/2/1970,0,6.6,10.4,3.5
GR000016716,3/3/1970,0,8.4,12.4,2
GR000016716,3/4/1970,0.3,13.6,16.4,9.5
GR000016716,3/5/1970,0,14.5,17.3,12
GR000016716,3/6/1970,0,13,16.7,9.6
GR000016716,3/7/1970,1.3,11.1,14.4,7.9
GR000016716,3/8/1970,4.3,11.6,13,10.8
GR000016716,3/9/1970,4.1,12.3,16.7,9.6
GR000016716,3/10/1970,0,11.7,14.4,10.2
GR000016716,3/11/1970,0,9.6,11.5,8.1
GR000016716,3/12/1970,0,10.8,14.2,7.1
GR000016716,3/13/1970,0,14.6,18.3,11.3
GR000016716,3/14/1970,0,15.3,18,12.5
GR000016716,3/15/1970,0,15.1,19,11.2
GR000016716,3/16/1970,0,14.6,20,8.6
GR000016716,3/17/1970,2.1,9.8,18.6,7.7
GR000016716,3/18/1970,1,8.6,10.5,6.8
GR000016716,3/19/1970,0,11.4,15.5,6.4
GR000016716,3/20/1970,3.3,12.6,15.3,10.3
GR000016716,3/21/1970,3.6,10.1,13.2,7.7
GR000016716,3/22/1970,0,11.3,16,6.9
GR000016716,3/23/1970,0,12.3,17,7
GR000016716,3/24/1970,0,13.2,18,8.3
GR000016716,3/25/1970,0,14.2,18.6,9.5
GR000016716,3/26/1970,0,14.9,18.5,9.2
GR000016716,3/27/1970,0,16.2,18.1,12
GR000016716,3/28/1970,0,18.6,21,16.4
GR000016716,3/29/1970,0,17.4,21.4,15.5
GR000016716,3/30/1970,0,13.9,16.5,11.4
GR000016716,3/31/1970,0,11.3,15.3,6.4
GR000016716,4/1/1970,0,13.9,17.2,10.5
GR000016716,4/2/1970,0.5,15.2,17.2,11.6
GR000016716,4/3/1970,0,16.7,19.4,13.7
GR000016716,4/4/1970,0,14.4,17.7,12.4
GR000016716,4/5/1970,0,12.2,16.6,7.6
GR000016716,4/6/1970,0,12.7,17,7.6
GR000016716,4/7/1970,0,14.1,17.3,9.5
GR000016716,4/8/1970,0,15.7,18.6,13.2
GR000016716,4/9/1970,0,17.8,21.3,14.8
GR000016716,4/10/1970,0,17.6,20.2,14.4
GR000016716,4/11/1970,0,18.1,23.5,14.2
GR000016716,4/12/1970,0,17.2,23,16
GR000016716,4/13/1970,0,16.4,20.3,13.9
GR000016716,4/14/1970,0,15.3,18.6,11.4
GR000016716,4/15/1970,0,16.3,20.7,11.5
GR000016716,4/16/1970,0,13.8,16.8,11.6
GR000016716,4/17/1970,0.4,12.7,16.9,10
GR000016716,4/18/1970,0,15.3,20.5,9.4
GR000016716,4/19/1970,0,16.7,21.4,12.8
GR000016716,4/20/1970,0,15.9,20,10.9
GR000016716,4/21/1970,0,16.4,20.5,11.4
GR000016716,4/22/1970,0,16.2,19.4,13.2
GR000016716,4/23/1970,0,18,23.3,13.1
GR000016716,4/24/1970,0,18.8,24.8,13.5
GR000016716,4/25/1970,0,18.8,23.6,14.7
GR000016716,4/26/1970,0,19,23.7,14.3
GR000016716,4/27/1970,0,21.4,25,16.1
GR000016716,4/28/1970,0,21.3,26.3,14.9
GR000016716,4/29/1970,0,20.5,26.8,14.9
GR000016716,4/30/1970,0,19.7,24.2,16.8
GR000016716,5/1/1970,0,17,21.5,13.9
GR000016716,5/2/1970,0,16.3,19.7,12.8
GR000016716,5/3/1970,15.3,11.2,16.6,10
GR000016716,5/4/1970,10.6,12.4,17.6,8
GR000016716,5/5/1970,0,15.3,19,10.5
GR000016716,5/6/1970,0,15.5,18.8,11
GR000016716,5/7/1970,0,16.6,19.7,13.5
GR000016716,5/8/1970,0,17.7,21.3,14
GR000016716,5/9/1970,0,18.6,23.3,14.2
GR000016716,5/10/1970,0,20,25.5,15.4
GR000016716,5/11/1970,0,20.9,26.3,15.7
GR000016716,5/12/1970,0,20.1,24,14.7
GR000016716,5/13/1970,0,20.6,25,18
GR000016716,5/14/1970,0,20,23.4,16.7
GR000016716,5/15/1970,0,20.1,23.4,15.6
GR000016716,5/16/1970,0,20.3,24.6,14.6
GR000016716,5/17/1970,0,21.1,24.7,17.7
GR000016716,5/18/1970,0,20.4,24.9,18
GR000016716,5/19/1970,0,19.7,23.5,15.6
GR000016716,5/20/1970,0,20.2,25,15.3
GR000016716,5/21/1970,0,19.6,24,16.6
